ID,Summary,Severity,CVSS_Score,CVE_Aliases,CWE_IDs,Ecosystem,Package_Name,Version_Introduced,Version_Fixed,Published,Modified
GHSA-2g4f-4pwh-qvx6,ajv has ReDoS when using `$data` option,MODERATE,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:L/SC:N/SI:N/SA:N/E:P,CVE-2025-69873,CWE-1333; CWE-400,npm,ajv,7.0.0-alpha.0,8.18.0,2026-02-11T21:30:39Z,2026-03-02T21:58:39Z
GHSA-2g6r-c272-w58r,LangChain affected by SSRF via image_url token counting in ChatOpenAI.get_num_tokens_from_messages,LOW,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:L,CVE-2026-26013,CWE-918,PyPI,langchain-core,0,1.2.11,2026-02-11T14:23:13Z,2026-02-11T14:23:13Z
GHSA-2g7v-hghf-grg4,mcp-maigret vulnerable to command injection,MODERATE,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,CVE-2026-2130,CWE-74; CWE-77,npm,mcp-maigret,0,1.0.13,2026-02-08T03:30:27Z,2026-02-10T00:22:25Z
GHSA-2gjw-fg97-vg3r,Go Ethereum affected by DoS via malicious p2p message,HIGH,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:H/SC:N/SI:N/SA:N,CVE-2026-26314,CWE-20,Go,github.com/ethereum/go-ethereum,0,1.16.9,2026-02-18T22:35:15Z,2026-02-27T20:38:57Z
GHSA-2gq3-ww97-wfjm,ImageMagick has a possible heap Use After Free vulnerability in its meta coder,LOW,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:L,,CWE-416,NuGet,Magick.NET-Q16-AnyCPU,0,14.10.3,2026-02-25T19:11:50Z,2026-02-25T19:11:50Z
GHSA-2h2m-v2mg-656c,Craft Commerce has Stored XSS in Product Type Name,MODERATE,CVSS:4.0/AV:N/AC:L/AT:N/PR:H/UI:P/VC:N/VI:N/VA:N/SC:L/SI:L/SA:N,CVE-2026-25484,CWE-79,Packagist,craftcms/commerce,5.0.0,5.5.2,2026-02-02T22:44:05Z,2026-02-03T21:40:06Z
GHSA-2jrp-274c-jhv3,Pydantic AI has Server-Side Request Forgery (SSRF) in URL Download Handling,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:N/A:N,CVE-2026-25580,CWE-918,PyPI,pydantic-ai,0.0.26,1.56.0,2026-02-06T18:32:39Z,2026-02-06T21:42:27Z
GHSA-2mcm-79hx-8fxw,Django has Observable Timing Discrepancy,LOW,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:L/VI:N/VA:N/SC:N/SI:N/SA:N/E:U,CVE-2025-13473,CWE-208,PyPI,Django,6.0a1,6.0.2,2026-02-03T15:30:23Z,2026-02-03T19:22:54Z
GHSA-2mr3-m5q5-wgp6,Fiber is Vulnerable to Denial of Service via Flash Cookie Unbounded Allocation,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,CVE-2026-25899,CWE-770; CWE-789,Go,github.com/gofiber/fiber/v3,0,3.1.0,2026-02-24T20:57:25Z,2026-02-27T20:37:07Z
GHSA-2p2x-hpg8-cqp2,Litestar's CORS origin allowlist has a bypass due to unescaped regex metacharacters in allowed origins,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:N/A:N,CVE-2026-25478,CWE-942,PyPI,litestar,2.19.0,2.20.0,2026-02-09T17:18:52Z,2026-02-09T22:38:05Z
GHSA-2p9h-rqjw-gm92,n8n Vulnerable to Stored XSS via Various Nodes,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N,CVE-2026-27578,CWE-79; CWE-80,npm,n8n,0,1.123.22,2026-02-25T22:28:57Z,2026-02-27T21:52:06Z
GHSA-2pf9-vr92-6h3v,ingress-nginx vulnerable to Allocation of Resources Without Limits or Throttling ,MODERATE,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,CVE-2026-24514,CWE-770,Go,k8s.io/ingress-nginx,0,1.13.7,2026-02-04T00:30:29Z,2026-02-04T20:05:47Z
GHSA-2phg-qgmm-r638,Sliver has Potential Zip Bomb Denial of Service in GzipEncoder,HIGH,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:H/SC:N/SI:N/SA:N/E:P,,CWE-409,Go,github.com/bishopfox/sliver,0,1.7.2,2026-02-25T17:36:44Z,2026-02-27T21:46:08Z
GHSA-2phx-frhf-xr55,Mattermost Plugin Zoom allows any logged-in user to change Zoom meeting restrictions for arbitrary channels,MODERATE,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:L/A:N,CVE-2026-0997,CWE-863,Go,github.com/mattermost/mattermost-plugin-zoom,0,1.11.0,2026-02-16T12:30:24Z,2026-02-19T19:34:32Z
GHSA-2qj5-gwg2-xwc4,OpenClaw: Unsanitized CWD path injection into LLM prompts,HIGH,CVSS:4.0/AV:L/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,CVE-2026-27001,CWE-77,npm,openclaw,0,2026.2.15,2026-02-18T22:42:29Z,2026-02-20T16:46:56Z
GHSA-2qxw-7fmx-gqfm,foreman_kubevirt disables SSL verification if a Certificate Authority (CA) certificate is not explicitly set,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N,CVE-2026-1531,CWE-295,RubyGems,foreman_kubevirt,0,0.4.3,2026-02-02T06:30:53Z,2026-02-04T17:46:55Z
GHSA-2r8f-cf6w-x5vq,FUXA contains a hard-coded credential vulnerability,HIGH,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N/E:U,CVE-2025-69971,CWE-798,npm,fuxa-server,0,,2026-02-03T18:30:47Z,2026-02-04T19:22:50Z
GHSA-2rw7-x74f-jg35,pypdf has a possible infinite loop when loading circular /Prev entries in cross-reference streams,LOW,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:A/VC:N/VI:N/VA:L/SC:N/SI:N/SA:N/E:U,CVE-2026-27628,CWE-835,PyPI,pypdf,0,6.7.2,2026-02-25T16:09:03Z,2026-02-25T16:09:03Z
GHSA-2v6m-6xw3-6467,Fleet: Sensitive Google Calendar credentials disclosed to low-privileged users,HIGH,CVSS:4.0/AV:N/AC:L/AT:N/PR:L/UI:N/VC:H/VI:N/VA:N/SC:N/SI:N/SA:N,CVE-2026-27465,CWE-200; CWE-201,Go,github.com/fleetdm/fleet/v4,0,4.80.1,2026-02-26T19:53:30Z,2026-02-26T19:53:30Z
GHSA-2w4f-9fgg-q2v9,melange has a path traversal in license-path which allows reading files outside workspace ,MODERATE,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:N/A:N,CVE-2026-25145,CWE-22,Go,chainguard.dev/melange,0.14.0,0.40.3,2026-02-04T00:09:57Z,2026-02-04T21:56:16Z
GHSA-2ww3-72rp-wpp4,Semantic Kernel has Arbitrary File Write via AI Agent Function Calling in .NET SDK,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H,CVE-2026-25592,CWE-22,PyPI,semantic-kernel,0,1.39.3,2026-02-06T18:37:24Z,2026-02-20T19:15:43Z
GHSA-2xcx-75h9-vr9h,n8n's domain allowlist bypass enables credential exfiltration,MODERATE,CVSS:4.0/AV:N/AC:L/AT:N/PR:L/UI:N/VC:L/VI:N/VA:N/SC:L/SI:N/SA:N,CVE-2026-25631,CWE-20; CWE-522,npm,n8n,0,1.121.0,2026-02-04T20:33:27Z,2026-02-06T21:43:45Z
GHSA-2xf7-hmf6-p64j,Mattermost doesn't properly validate channel membership at the time of data retrieval,LOW,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:L/I:N/A:N,CVE-2026-20796,CWE-367,Go,github.com/mattermost/mattermost-server,10.11.0,10.11.10,2026-02-13T12:31:21Z,2026-02-13T20:55:54Z
GHSA-3288-p39f-rqpv,Unsoundness in opt-in ARMv8 assembly backend for `keccak`,LOW,CVSS:4.0/AV:L/AC:H/AT:P/PR:N/UI:N/VC:N/VI:L/VA:N/SC:N/SI:N/SA:N/E:U,,CWE-758,crates.io,keccak,0,0.1.6,2026-02-19T15:17:41Z,2026-02-19T15:17:41Z
GHSA-32cc-x95p-fxcg,FUXA Unauthenticated Remote Code Execution via Hardcoded JWT Secret in Default Configuration,CRITICAL,CVSS:4.0/AV:N/AC:H/AT:P/PR:N/UI:N/VC:H/VI:H/VA:H/SC:H/SI:H/SA:H,CVE-2026-25894,CWE-1188; CWE-321,npm,fuxa-server,0,1.2.10,2026-02-05T00:36:30Z,2026-02-10T02:56:48Z
GHSA-33fm-6gp7-4p47,Weblate has an argument injection in management console,MODERATE,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:C/C:L/I:L/A:L,CVE-2026-24126,CWE-88,PyPI,Weblate,0,5.16.0,2026-02-17T16:37:55Z,2026-02-19T20:30:31Z
GHSA-33hq-fvwr-56pm,devalue affected by CPU and memory amplification from sparse arrays,LOW,CVSS:4.0/AV:N/AC:H/AT:N/PR:N/UI:N/VC:N/VI:N/VA:L/SC:N/SI:N/SA:N/E:U,,CWE-770,npm,devalue,0,5.6.3,2026-02-19T20:29:30Z,2026-02-19T20:29:30Z
GHSA-33mh-2634-fwr2,Faraday affected by SSRF via protocol-relative URL host override in build_exclusive_url,MODERATE,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:L/I:N/A:N,CVE-2026-25765,CWE-918,RubyGems,faraday,2.0.0,2.14.1,2026-02-09T20:37:05Z,2026-02-13T17:16:36Z
GHSA-33mw-q7rj-mjwj,Django has Inefficient Algorithmic Complexity,LOW,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:L/SC:N/SI:N/SA:N/E:U,CVE-2025-14550,CWE-407,PyPI,Django,6.0a1,6.0.2,2026-02-03T15:30:23Z,2026-02-03T19:29:47Z
GHSA-33rq-m5x2-fvgf,"OpenClaw Twitch allowFrom is not enforced in optional plugin, unauthorized chat users can trigger agent pipeline",HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:L,CVE-2026-28448,CWE-285,npm,openclaw,2026.1.29,2026.2.1,2026-02-17T21:37:55Z,2026-03-11T20:41:24Z
GHSA-345p-7cg4-v4c7,@modelcontextprotocol/sdk has cross-client data leak via shared server/transport instance reuse,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:L/A:N,CVE-2026-25536,CWE-362,npm,@modelcontextprotocol/sdk,1.10.0,1.26.0,2026-02-04T20:04:16Z,2026-02-09T14:52:39Z
GHSA-34p4-7w83-35g2,Formwork Improperly Managed Privileges in User creation,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,CVE-2026-27198,CWE-269,Packagist,getformwork/formwork,2.0.0,2.3.4,2026-02-19T20:31:07Z,2026-02-23T22:27:29Z
GHSA-3534-xp88-25rc,Parse Dashboard is Missing CSRF Protection for its Agent Endpoint,HIGH,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:P/VC:N/VI:H/VA:N/SC:N/SI:H/SA:N,CVE-2026-27609,CWE-352,npm,parse-dashboard,7.3.0-alpha.42,9.0.0-alpha.8,2026-02-25T18:59:58Z,2026-02-25T18:59:58Z
GHSA-378v-28hj-76wf,bn.js affected by an infinite loop,MODERATE,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,CVE-2026-2739,CWE-835,npm,bn.js,0,4.12.3,2026-02-20T06:30:39Z,2026-02-24T14:45:53Z
GHSA-37cx-329c-33x3,go-git improperly verifies data integrity values for .idx and .pack files,MODERATE,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:L/A:N,CVE-2026-25934,CWE-354,Go,github.com/go-git/go-git/v5,0,5.16.5,2026-02-10T00:28:53Z,2026-02-10T02:57:13Z
GHSA-37gc-85xm-2ww6,OpenClaw affected by Stored XSS in Control UI via unsanitized assistant name/avatar in inline script injection,MODERATE,CVSS:3.1/AV:L/AC:L/PR:H/UI:R/S:U/C:H/I:H/A:N,CVE-2026-27009,CWE-79,npm,openclaw,0,2026.2.15,2026-02-18T22:44:33Z,2026-02-20T16:47:40Z
GHSA-37gf-gmxv-74wv,Keycloak fails to verify if an Identity Provider (IdP) is enabled before issuing tokens,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,CVE-2026-1486,CWE-358,Maven,org.keycloak:keycloak-services,26.5.0,26.5.3,2026-02-09T21:31:03Z,2026-02-13T21:49:42Z
GHSA-382q-fpqh-29f7,`polymarket-clients-sdk` was removed from crates.io for malicious code,CRITICAL,,,,crates.io,polymarket-clients-sdk,0,,2026-02-06T20:56:19Z,2026-02-06T20:56:19Z
GHSA-38c4-r59v-3vqw,markdown-it is has a Regular Expression Denial of Service (ReDoS),MODERATE,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,CVE-2026-2327,CWE-1333,npm,markdown-it,13.0.0,14.1.1,2026-02-12T06:30:13Z,2026-02-13T20:04:39Z
GHSA-38c7-23hj-2wgq,n8n has Webhook Forgery on Zendesk Trigger Node,MODERATE,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:C/C:N/I:L/A:N,,CWE-290,npm,n8n,0,1.123.18,2026-02-26T22:47:06Z,2026-02-26T22:47:06Z
GHSA-38r7-794h-5758,webpack buildHttp HttpUriPlugin allowedUris bypass via HTTP redirects → SSRF + cache persistence,LOW,CVSS:3.1/AV:N/AC:H/PR:L/UI:R/S:U/C:L/I:L/A:N,CVE-2025-68157,CWE-918,npm,webpack,5.49.0,5.104.0,2026-02-05T18:35:28Z,2026-02-06T14:39:25Z
GHSA-38wq-6q2w-hcf9,Rucio WebUI has Username Enumeration via Login Error Message,MODERATE,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,CVE-2026-25138,CWE-204,PyPI,rucio-webui,0,35.8.3,2026-02-25T18:53:42Z,2026-02-27T21:49:59Z
GHSA-3c45-4pj5-ch7m,changedetection.io is Vulnerable to SSRF via Watch URLs,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:N/A:N,CVE-2026-27696,CWE-918,PyPI,changedetection.io,0,0.54.1,2026-02-25T19:08:18Z,2026-02-25T19:08:18Z
GHSA-3c9m-gq32-g4jx,NeuVector scanner insecurely handles passwords as command arguments,LOW,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:C/C:L/I:N/A:N,CVE-2025-67860,CWE-522,Go,github.com/neuvector/scanner,4.0,4.072,2026-02-12T22:14:02Z,2026-02-27T20:42:22Z
GHSA-3c9r-7f29-qp32,Mattermost fails to properly validate login method restrictions,MODERATE,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:N,CVE-2026-0999,CWE-303,Go,github.com/mattermost/mattermost/server/v8,0,8.0.0-20251212052346-61651b0df7ea,2026-02-16T12:30:24Z,2026-02-19T19:34:56Z
GHSA-3c9r-837r-qqm4,esm.sh is vulnerable to full-response SSRF,HIGH,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:H/VA:N/SC:N/SI:N/SA:N,CVE-2025-50180,CWE-918,Go,github.com/esm-dev/esm.sh,0,0.0.0-20250616164159-0593516c4cfa,2026-02-25T15:19:41Z,2026-02-27T20:56:15Z
GHSA-3ccg-x393-96v8,Vijkunja has Weak Password Policy Combined with Persistent Sessions After Password Change,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,CVE-2026-27575,CWE-521; CWE-613,Go,code.vikunja.io/api,0,,2026-02-25T22:02:37Z,2026-02-27T21:51:50Z
GHSA-3cx6-j9j4-54mp,Decidim's private data exports can lead to data leaks,HIGH,CVSS:4.0/AV:N/AC:L/AT:N/PR:L/UI:P/VC:H/VI:N/VA:N/SC:H/SI:N/SA:N,CVE-2025-65017,CWE-200; CWE-703,RubyGems,decidim-core,0.30.0,0.30.4,2026-02-03T17:21:17Z,2026-02-08T01:01:36Z
GHSA-3fqr-4cg8-h96q,OpenClaw affected by cross-site request forgery (CSRF) through loopback browser mutation endpoints,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:H/A:L,CVE-2026-26317,CWE-352,npm,openclaw,0,2026.2.14,2026-02-18T00:53:59Z,2026-02-20T16:46:03Z
GHSA-3hcm-ggvf-rch5,OpenClaw has an exec allowlist bypass via command substitution/backticks inside double quotes,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CVE-2026-28470,CWE-78; CWE-88,npm,openclaw,0,2026.2.2,2026-02-17T16:46:12Z,2026-03-06T01:02:32Z
GHSA-3j4x-rwrx-xxj9,mageMagick has a possible use-after-free write in its PDB decoder,LOW,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:L,,CWE-416,NuGet,Magick.NET-Q16-AnyCPU,0,14.10.3,2026-02-25T19:12:06Z,2026-02-25T19:12:07Z
GHSA-3jh3-prx3-w6wc,"Craft CMS has Stored XSS in Table Field via ""HTML"" Column Type",MODERATE,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:P/VC:N/VI:H/VA:N/SC:N/SI:N/SA:N,CVE-2026-27126,CWE-79,Packagist,craftcms/cms,4.5.0-RC1,4.16.19,2026-02-23T22:15:03Z,2026-02-24T16:08:41Z
GHSA-3m2g-v7jf-7fxc,Apache Superset Improper Authorization allows low-privileged users to bypass access controls ,HIGH,CVSS:4.0/AV:N/AC:L/AT:N/PR:L/UI:N/VC:H/VI:N/VA:N/SC:N/SI:N/SA:N,CVE-2026-23982,CWE-863,PyPI,apache-superset,0,6.0.0,2026-02-24T15:30:30Z,2026-02-26T15:28:38Z
GHSA-3m3q-x3gj-f79x,OpenClaw optional voice-call plugin: webhook verification may be bypassed behind certain proxy configurations,HIGH,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:H/A:N,CVE-2026-28465,CWE-287; CWE-290; CWE-345,npm,@openclaw/voice-call,0,2026.2.3,2026-02-17T21:31:58Z,2026-03-06T01:01:21Z
GHSA-3m4q-jmj6-r34q,Keras has a Local File Disclosure via HDF5 External Storage During Keras Weight Loading,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:L/A:N,CVE-2026-1669,CWE-200; CWE-73,PyPI,keras,3.13.0,3.13.2,2026-02-18T22:41:58Z,2026-02-18T22:41:58Z
GHSA-3mmg-7c2q-8938,`sha-rust` was removed from crates.io for malicious code,CRITICAL,,,,crates.io,sha-rust,0,,2026-02-06T20:58:58Z,2026-02-06T20:58:58Z
GHSA-3mq9-xhgq-r7gj,EVE: SSH as Root Unlockable Without Triggering Measured Boot,MODERATE,CVSS:3.1/AV:P/AC:L/PR:L/UI:N/S:C/C:L/I:H/A:N,CVE-2023-43631,CWE-522; CWE-922,Go,github.com/lf-edge/eve,0,0.0.0-20220708121648-5fef4d92e758,2026-02-04T20:46:16Z,2026-02-04T20:46:16Z
GHSA-3p7x-94q9-jq9x,pgadmin4 affected by a Restore restriction bypass via key disclosure vulnerability,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:L/I:L/A:L,CVE-2026-1707,CWE-284; CWE-639,PyPI,pgadmin4,0,9.12,2026-02-05T18:30:32Z,2026-02-05T21:43:48Z
GHSA-3ppc-4f35-3m26,minimatch has a ReDoS via repeated wildcards with non-matching literal in pattern,HIGH,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:H/SC:N/SI:N/SA:N,CVE-2026-26996,CWE-1333,npm,minimatch,10.0.0,10.2.1,2026-02-18T22:38:11Z,2026-02-24T20:59:57Z
GHSA-3q5f-gmjc-38r8,ImageMagick: Memory leak in coders/txt.c without freetype,LOW,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:N,,CWE-401,NuGet,Magick.NET-Q16-AnyCPU,0,14.10.3,2026-02-25T19:13:08Z,2026-02-25T19:13:08Z
GHSA-4255-c27h-62m5,unity-cli Exposes Plaintext Credentials in Debug Logs (sign-package command),MODERATE,CVSS:4.0/AV:L/AC:L/AT:P/PR:N/UI:N/VC:H/VI:N/VA:N/SC:N/SI:N/SA:N,CVE-2026-25918,CWE-352; CWE-532,npm,@rage-against-the-pixel/unity-cli,0,1.8.2,2026-02-10T00:25:32Z,2026-02-10T02:56:53Z
GHSA-429m-9874-rx9w,PSI Probe vulnerable to Server-Side Request Forgery,LOW,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,CVE-2026-3270,CWE-918,Maven,com.github.psi-probe:psi-probe-core,0,,2026-02-27T00:31:46Z,2026-03-04T21:06:50Z
